ticker,name,composite_score,grade,sd_score,inst_score,current_price,rank
WST,WST,33.53,📊 C급 (관망),20,65,0,464
GEHC,GEHC,33.51,📊 C급 (관망),20,65,0,465
IT,IT,33.51,📊 C급 (관망),20,65,0,466
FOX,FOX,32.5,📊 C급 (관망),25,50,0,467
NSC,NSC,32.07,📊 C급 (관망),20,60,0,468
KHC,KHC,32.02,📊 C급 (관망),20,60,0,469
PCG,PCG,31.6,📊 C급 (관망),15,70,0,470
ALL,ALL,31.55,📊 C급 (관망),15,70,0,471
BR,BR,31.55,📊 C급 (관망),15,70,0,472
CRM,CRM,31.55,📊 C급 (관망),15,70,0,473
AIG,AIG,31.54,📊 C급 (관망),15,70,0,474
NFLX,NFLX,31.53,📊 C급 (관망),15,70,0,475
INTU,INTU,31.51,📊 C급 (관망),15,70,0,476
ORCL,ORCL,30.59,📊 C급 (관망),20,55,0,477
FSLR,FSLR,30.58,📊 C급 (관망),20,55,0,478
NCLH,NCLH,30.51,📊 C급 (관망),20,55,0,479
GDDY,GDDY,30.1,📊 C급 (관망),15,65,0,480
PYPL,PYPL,30.1,📊 C급 (관망),15,65,0,481
BRK-B,BRK-B,30.09,📊 C급 (관망),15,65,0,482
INVH,INVH,30.07,📊 C급 (관망),15,65,0,483
MAA,MAA,30.03,📊 C급 (관망),15,65,0,484
ZTS,ZTS,30.03,📊 C급 (관망),15,65,0,485
PAYX,PAYX,30.02,📊 C급 (관망),15,65,0,486
QCOM,QCOM,30.01,📊 C급 (관망),15,65,0,487
TMUS,TMUS,29.09,📊 C급 (관망),20,50,0,488
MGM,MGM,29.05,📊 C급 (관망),20,50,0,489
DAY,DAY,29.02,📊 C급 (관망),20,50,0,490
AAL,AAL,28.53,📊 C급 (관망),15,60,0,491
HPQ,HPQ,27.06,📊 C급 (관망),15,55,0,492
TROW,TROW,27.01,📊 C급 (관망),15,55,0,493
