ticker,institutional_pct,insider_pct,short_pct,float_shares_m,num_inst_holders,insider_buys,insider_sells,insider_sentiment,institutional_score,institutional_stage
MTCH,109.04,0.65,6.92,230.89,10,0,0,Neutral,65,Institutional Support
MTD,102.9,0.45,3.08,20.32,10,0,0,Neutral,65,Institutional Support
MU,83.57,0.24,2.46,1121.13,10,0,0,Neutral,70,Strong Institutional Support
NCLH,83.86,0.34,11.48,453.16,10,0,0,Neutral,55,Institutional Support
NDAQ,86.47,10.77,1.98,508.65,10,0,0,Neutral,70,Strong Institutional Support
NDSN,79.3,5.69,2.76,49.74,10,0,0,Neutral,65,Institutional Support
NEE,83.47,0.11,2.05,2084.84,10,0,0,Neutral,70,Strong Institutional Support
NEM,80.03,0.24,2.62,1088.8,10,0,0,Neutral,70,Strong Institutional Support
NFLX,85.88,0.56,1.68,4192.78,10,0,0,Neutral,70,Strong Institutional Support
NI,101.26,0.27,2.92,475.65,10,0,0,Neutral,70,Strong Institutional Support
NKE,83.08,1.42,4.17,1170.78,10,0,0,Neutral,65,Institutional Support
NOC,84.7,0.22,1.14,141.55,10,0,0,Neutral,70,Strong Institutional Support
NOW,90.09,0.16,1.85,1043.2,10,0,0,Neutral,70,Strong Institutional Support
NRG,95.45,0.78,2.51,190.67,10,0,0,Neutral,70,Strong Institutional Support
NSC,77.23,0.07,3.79,224.04,10,0,0,Neutral,60,Institutional Support
NTAP,99.91,0.5,9.49,196.94,10,0,0,Neutral,65,Institutional Support
NTRS,88.51,0.76,0.97,183.45,10,0,0,Neutral,70,Strong Institutional Support
NUE,77.61,3.17,2.73,221.24,10,0,0,Neutral,65,Institutional Support
NVDA,69.65,4.33,1.12,23330.67,10,0,0,Neutral,65,Institutional Support
NVR,91.43,5.28,3.54,2.75,10,0,0,Neutral,65,Institutional Support
NWS,48.67,34.01,12.18,496.26,10,0,0,Neutral,40,Institutional Concern
NWSA,107.05,0.07,2.52,496.26,10,0,0,Neutral,70,Strong Institutional Support
NXPI,97.94,0.13,3.64,252.1,10,0,0,Neutral,65,Institutional Support
O,80.46,0.1,4.67,917.93,10,0,0,Neutral,65,Institutional Support
ODFL,80.21,10.23,6.7,191.85,10,0,0,Neutral,65,Institutional Support
OKE,77.39,0.19,4.15,627.42,10,0,0,Neutral,60,Institutional Support
OMC,81.52,0.78,6.63,191.52,10,0,0,Neutral,65,Institutional Support
ON,109.89,0.37,14.3,400.46,10,0,0,Neutral,55,Institutional Support
ORCL,45.08,40.59,1.7,1706.04,10,0,0,Neutral,55,Institutional Support
ORLY,87.89,0.77,1.84,836.34,10,0,0,Neutral,70,Strong Institutional Support
OTIS,91.79,0.11,2.5,389.24,10,0,0,Neutral,70,Strong Institutional Support
OXY,51.52,27.18,5.93,981.66,10,0,0,Neutral,50,Neutral
PANW,85.31,0.89,6.91,690.27,10,0,0,Neutral,65,Institutional Support
PARA,0.0,0.0,0.0,0.0,0,0,0,Unknown,45,Neutral
PAYC,95.02,11.89,7.16,48.37,10,0,0,Neutral,65,Institutional Support
PAYX,83.05,10.36,5.35,321.67,10,0,0,Neutral,65,Institutional Support
PCAR,73.52,1.93,3.32,515.02,10,0,0,Neutral,60,Institutional Support
PCG,98.45,0.18,2.09,2191.87,10,0,0,Neutral,70,Strong Institutional Support
PEG,77.96,0.1,2.1,497.98,10,0,0,Neutral,65,Institutional Support
PEP,79.79,0.18,1.59,1363.08,10,0,0,Neutral,65,Institutional Support
PFE,67.9,0.07,2.28,5675.87,10,0,0,Neutral,65,Institutional Support
PFG,75.57,1.07,2.4,218.34,10,0,0,Neutral,65,Institutional Support
PG,70.58,0.07,0.82,2319.82,10,0,0,Neutral,65,Institutional Support
PGR,88.27,0.25,1.16,583.9,10,0,0,Neutral,70,Strong Institutional Support
PH,89.82,0.16,1.09,125.79,10,0,0,Neutral,70,Strong Institutional Support
PHM,96.73,0.67,4.42,192.52,10,0,0,Neutral,65,Institutional Support
PKG,98.0,1.45,3.59,87.82,10,0,0,Neutral,65,Institutional Support
PLD,97.53,0.28,1.91,954.33,10,0,0,Neutral,70,Strong Institutional Support
PM,83.17,0.15,1.25,1552.67,10,0,0,Neutral,70,Strong Institutional Support
PNC,88.24,0.36,1.36,387.42,10,0,0,Neutral,70,Strong Institutional Support
PNR,98.29,0.77,2.83,162.09,10,0,0,Neutral,70,Strong Institutional Support
PNW,99.13,0.25,6.85,118.94,10,0,0,Neutral,65,Institutional Support
PODD,102.2,0.28,4.28,70.11,10,0,0,Neutral,65,Institutional Support
POOL,93.86,12.58,10.67,32.6,10,0,0,Neutral,55,Institutional Support
PPG,88.72,0.14,3.08,223.91,10,0,0,Neutral,65,Institutional Support
PPL,89.62,0.11,5.63,737.72,10,0,0,Neutral,65,Institutional Support
PRU,62.11,0.17,2.25,346.67,10,0,0,Neutral,65,Institutional Support
PSA,83.17,10.19,2.88,157.4,10,0,0,Neutral,70,Strong Institutional Support
PSX,77.85,0.26,2.11,402.09,10,0,0,Neutral,65,Institutional Support
PTC,101.76,0.31,4.53,119.01,10,0,0,Neutral,65,Institutional Support
PWR,95.88,0.86,3.76,147.63,10,0,0,Neutral,65,Institutional Support
PYPL,82.9,0.15,4.73,917.88,10,0,0,Neutral,65,Institutional Support
QCOM,81.97,0.12,3.36,1068.65,10,0,0,Neutral,65,Institutional Support
QRVO,95.14,1.14,4.98,84.31,10,0,0,Neutral,65,Institutional Support
RCL,90.85,0.26,4.91,256.12,10,0,0,Neutral,65,Institutional Support
REG,101.68,0.7,4.34,163.72,10,0,0,Neutral,65,Institutional Support
REGN,90.05,2.02,2.3,98.81,10,0,0,Neutral,70,Strong Institutional Support
RF,88.29,0.3,7.08,864.33,10,0,0,Neutral,65,Institutional Support
RJF,79.62,10.47,4.45,176.29,10,0,0,Neutral,60,Institutional Support
RL,101.1,3.9,6.99,38.08,10,0,0,Neutral,65,Institutional Support
RMD,66.44,0.51,9.04,144.77,10,0,0,Neutral,60,Institutional Support
ROK,86.61,0.17,2.81,111.91,10,0,0,Neutral,70,Strong Institutional Support
ROL,55.93,38.27,3.15,311.11,10,0,0,Neutral,50,Neutral
ROP,98.48,0.38,2.09,106.05,10,0,0,Neutral,70,Strong Institutional Support
ROST,93.8,2.21,2.82,315.97,10,0,0,Neutral,70,Strong Institutional Support
RSG,96.42,0.12,1.34,308.85,10,0,0,Neutral,70,Strong Institutional Support
RTX,81.53,0.08,0.72,1251.05,10,0,0,Neutral,70,Strong Institutional Support
RVTY,103.69,0.31,8.88,103.86,10,0,0,Neutral,65,Institutional Support
SBAC,100.81,0.72,2.88,105.8,10,0,0,Neutral,70,Strong Institutional Support
SBUX,85.68,0.13,3.89,1137.09,10,0,0,Neutral,65,Institutional Support
SCHW,84.94,6.2,0.96,1672.24,10,0,0,Neutral,70,Strong Institutional Support
SHW,84.33,7.18,1.55,227.91,10,0,0,Neutral,70,Strong Institutional Support
SJM,92.07,2.2,7.54,104.44,10,0,0,Neutral,65,Institutional Support
SLB,86.01,0.19,3.97,1490.7,10,0,0,Neutral,65,Institutional Support
SMCI,56.08,16.49,19.4,498.21,10,0,0,Neutral,40,Institutional Concern
SNA,95.82,2.29,5.68,50.75,10,0,0,Neutral,65,Institutional Support
SNPS,92.99,0.44,2.6,190.28,10,0,0,Neutral,70,Strong Institutional Support
SO,73.85,0.08,2.35,1098.78,10,0,0,Neutral,65,Institutional Support
SOLV,74.03,14.92,2.64,147.36,10,0,0,Neutral,65,Institutional Support
SPG,88.94,1.74,2.11,321.49,10,0,0,Neutral,70,Strong Institutional Support
SPGI,90.69,0.27,1.37,302.12,10,0,0,Neutral,70,Strong Institutional Support
SRE,96.1,0.11,1.82,651.47,10,0,0,Neutral,70,Strong Institutional Support
STE,97.86,0.31,1.48,97.76,10,0,0,Neutral,70,Strong Institutional Support
STLD,81.45,6.43,3.05,135.95,10,0,0,Neutral,65,Institutional Support
STT,95.68,0.43,1.92,263.81,10,0,0,Neutral,70,Strong Institutional Support
STX,95.79,0.28,6.59,217.31,10,0,0,Neutral,65,Institutional Support
STZ,76.33,20.06,4.98,143.66,10,0,0,Neutral,60,Institutional Support
SWK,94.41,0.33,4.22,154.46,10,0,0,Neutral,65,Institutional Support
SWKS,100.12,0.41,14.55,148.73,10,0,0,Neutral,55,Institutional Support
SYF,109.82,0.43,7.24,344.74,10,0,0,Neutral,65,Institutional Support
SYK,82.32,5.36,1.28,345.35,10,0,0,Neutral,70,Strong Institutional Support
SYY,90.01,0.2,3.13,477.55,10,0,0,Neutral,65,Institutional Support
T,67.84,0.09,1.65,7022.57,10,0,0,Neutral,65,Institutional Support
TAP,93.7,12.4,12.78,177.57,10,0,0,Neutral,55,Institutional Support
TDG,97.98,0.39,2.84,56.18,10,0,0,Neutral,70,Strong Institutional Support
TDY,97.47,0.92,2.55,46.72,10,0,0,Neutral,70,Strong Institutional Support
TECH,110.48,0.28,7.59,153.94,10,0,0,Neutral,65,Institutional Support
TEL,92.51,0.12,2.24,292.89,10,0,0,Neutral,70,Strong Institutional Support
TER,104.96,0.2,3.59,156.1,10,0,0,Neutral,65,Institutional Support
TFC,77.63,0.2,2.42,1259.25,10,0,0,Neutral,65,Institutional Support
TFX,106.36,0.33,6.91,41.71,10,0,0,Neutral,65,Institutional Support
TGT,84.67,0.26,4.04,451.6,10,0,0,Neutral,65,Institutional Support
TJX,92.73,0.1,1.18,1107.87,10,0,0,Neutral,70,Strong Institutional Support
TMO,92.63,0.15,1.04,375.08,10,0,0,Neutral,70,Strong Institutional Support
TMUS,41.24,56.47,3.39,531.63,10,0,0,Neutral,50,Neutral
TPR,99.39,0.37,7.59,203.67,10,0,0,Neutral,65,Institutional Support
TRGP,94.0,1.39,2.84,211.0,10,0,0,Neutral,70,Strong Institutional Support
TRMB,101.13,0.25,2.23,236.83,10,0,0,Neutral,70,Strong Institutional Support
TROW,82.12,1.72,11.45,214.4,10,0,0,Neutral,55,Institutional Support
TRV,89.26,0.24,1.6,216.35,10,0,0,Neutral,70,Strong Institutional Support
TSCO,97.7,0.28,6.99,526.13,10,0,0,Neutral,65,Institutional Support
TSLA,44.44,11.13,1.93,2812.64,10,0,0,Neutral,55,Institutional Support
TSN,91.68,1.64,3.24,275.07,10,0,0,Neutral,65,Institutional Support
TT,90.43,0.26,1.82,223.03,10,0,0,Neutral,70,Strong Institutional Support
TTWO,96.75,1.37,5.06,172.74,10,0,0,Neutral,65,Institutional Support
TXN,91.33,0.21,2.36,904.63,10,0,0,Neutral,70,Strong Institutional Support
TXT,88.8,0.61,3.53,175.95,10,0,0,Neutral,65,Institutional Support
TYL,98.38,0.38,3.91,42.82,10,0,0,Neutral,65,Institutional Support
UAL,90.61,0.52,4.18,324.61,10,0,0,Neutral,65,Institutional Support
UBER,85.79,0.45,2.39,2062.35,10,0,0,Neutral,70,Strong Institutional Support
UDR,103.7,0.45,4.96,298.47,10,0,0,Neutral,65,Institutional Support
UHS,97.89,5.7,5.21,52.39,10,0,0,Neutral,65,Institutional Support
ULTA,99.63,0.28,6.48,44.19,10,0,0,Neutral,65,Institutional Support
UNH,83.43,0.81,1.48,902.26,10,0,0,Neutral,70,Strong Institutional Support
UNP,87.07,0.12,4.26,591.3,10,0,0,Neutral,65,Institutional Support
UPS,67.39,0.03,2.01,738.76,10,0,0,Neutral,65,Institutional Support
URI,96.95,0.53,2.78,62.73,10,0,0,Neutral,70,Strong Institutional Support
USB,81.94,0.12,1.46,1550.55,10,0,0,Neutral,70,Strong Institutional Support
V,91.13,0.58,1.32,1739.77,10,0,0,Neutral,70,Strong Institutional Support
VICI,99.27,0.27,3.26,1064.27,10,0,0,Neutral,65,Institutional Support
VLO,85.14,0.58,4.95,303.45,10,0,0,Neutral,65,Institutional Support
VLTO,97.17,0.13,2.53,248.04,10,0,0,Neutral,70,Strong Institutional Support
VMC,95.19,0.16,4.14,131.84,10,0,0,Neutral,65,Institutional Support
VRSK,98.6,0.27,2.82,138.99,10,0,0,Neutral,70,Strong Institutional Support
VRSN,88.79,10.41,3.9,91.88,10,0,0,Neutral,65,Institutional Support
VRTX,97.56,0.17,1.97,252.86,10,0,0,Neutral,70,Strong Institutional Support
VST,92.91,0.71,3.09,316.55,10,0,0,Neutral,65,Institutional Support
VTR,102.2,0.51,3.61,467.57,10,0,0,Neutral,65,Institutional Support
VTRS,87.6,0.28,2.51,1144.17,10,0,0,Unknown,70,Strong Institutional Support
VZ,69.11,0.04,2.86,4211.22,10,0,0,Neutral,65,Institutional Support
WAB,96.31,1.1,1.42,168.95,10,0,0,Neutral,70,Strong Institutional Support
WAT,99.69,0.16,4.38,59.42,10,0,0,Neutral,65,Institutional Support
WBA,0.0,0.0,0.0,0.0,0,0,0,Unknown,45,Neutral
WBD,74.05,5.95,3.51,2343.99,10,0,0,Neutral,60,Institutional Support
WDC,107.36,0.55,11.14,336.63,10,0,0,Neutral,55,Institutional Support
WEC,84.74,0.15,4.7,324.39,10,0,0,Neutral,65,Institutional Support
WELL,98.81,0.05,2.17,685.37,10,0,0,Neutral,70,Strong Institutional Support
WFC,80.45,0.09,1.09,3085.04,10,0,0,Neutral,70,Strong Institutional Support
WM,84.07,0.27,1.16,401.74,10,0,0,Neutral,70,Strong Institutional Support
WMB,88.87,0.45,1.39,1214.22,10,0,0,Neutral,70,Strong Institutional Support
WMT,38.11,45.12,0.82,4367.25,10,0,0,Neutral,55,Institutional Support
WRB,82.54,25.92,6.21,234.69,10,0,0,Neutral,65,Institutional Support
WST,97.85,0.59,3.5,71.46,10,0,0,Neutral,65,Institutional Support
WTW,99.62,0.25,3.42,94.71,10,0,0,Neutral,65,Institutional Support
WY,93.44,0.33,2.8,717.3,10,0,0,Neutral,70,Strong Institutional Support
WYNN,68.26,27.13,5.42,74.2,10,0,0,Neutral,60,Institutional Support
XEL,95.62,0.19,4.82,590.03,10,0,0,Neutral,65,Institutional Support
XOM,67.07,0.09,1.28,4167.55,10,0,0,Neutral,65,Institutional Support
XYL,96.19,0.21,1.49,242.87,10,0,0,Neutral,70,Strong Institutional Support
YUM,86.39,0.15,3.54,276.9,10,0,0,Neutral,65,Institutional Support
ZBH,100.41,0.15,5.47,197.71,10,0,0,Neutral,65,Institutional Support
ZBRA,101.45,0.65,3.18,50.24,10,0,0,Neutral,65,Institutional Support
ZTS,99.17,0.1,3.53,439.83,10,0,0,Neutral,65,Institutional Support
